Station #,TSN,"Station Name",Central,Town Hall,Wynyard,Circular Quay,St James,Museum,Martin Place,Kings Cross,Edgecliff,Bondi Junction,Redfern,Macdonaldtown,Newtown,Stanmore,Petersham,Lewisham,Summer Hill,Ashfield,Croydon,Burwood,Strathfield,Homebush,Flemington,Olympic Park,Lidcombe,Berala,Regents Park,Sefton,Chester Hill,Leightonfield,Villawood,Carramar,Cabramatta,Warwick Farm,Liverpool,Casula,Glenfield,Macquarie Fields,Ingleburn,Minto,Leumeah,Campbelltown,Macarthur,Merrylands,Guildford,Yennora,Fairfield,Canley Vale,Erskineville,St Peters,Sydenham,Tempe,Arncliffe,Banksia,Rockdale,Kogarah,Carlton,Allawah,Hurstville,Penshurst,Mortdale,Oatley,Como,Jannali,Sutherland,Loftus,Engadine,Heathcote,Waterfall,Helensburgh,Otford,Kirrawee,Gymea,Miranda,Caringbah,Woolooware,Cronulla,Marrickville,Dulwich Hill,Hurlstone Park,Canterbury,Campsie,Belmore,Lakemba,Wiley Park,Punchbowl,Bankstown,Yagoona,Birrong,Turrella,Bardwell Park,Bexley North,Kingsgrove,Beverly Hills,Narwee,Riverwood,Padstow,Revesby,Panania,East Hills,Holsworthy,Auburn,Clyde,Granville,Harris Park,Parramatta,Westmead,Wentworthville,Pendle Hill,Toongabbie,Seven Hills,Blacktown,Doonside,Rooty Hill,Mount Druitt,St Marys,Werrington,Kingswood,Penrith,Emu Plains,Marayong,Quakers Hill,Schofields,Riverstone,Vineyard,Mulgrave,Windsor,Clarendon,East Richmond,Richmond,North Strathfield,Concord West,Rhodes,Meadowbank,West Ryde,Denistone,Eastwood,Epping,Cheltenham,Beecroft,Pennant Hills,Thornleigh,Normanhurst,Milsons Point,North Sydney,Waverton,Wollstonecraft,St Leonards,Artarmon,Chatswood,Roseville,Lindfield,Killara,Gordon,Pymble,Turramurra,Warrawee,Wahroonga,Waitara,Hornsby,Asquith,Mount Colah,Mount Kuring-gai,Berowra,Cowan,Menangle Park,Menangle,Douglas Park,Picton,Tahmoor,Bargo,Yerrinbool,Mittagong,Bowral,Burradoo,Moss Vale,Thirlmere,Couridjah,Buxton,Balmoral,Hill Top,Colo Vale,Exeter,Bundanoon,Penrose,Wingello,Tallong,Marulan,Goulburn,Stanwell Park,Coalcliff,Scarborough,Wombarra,Coledale,Austinmer,Thirroul,Bulli,Woonona,Bellambi,Corrimal,Towradgi,Fairy Meadow,North Wollongong,Wollongong,Coniston,Unanderra,Kembla Grange,Dapto,Albion Park,Oak Flats,Shellharbour Junction,Minnamurra,Bombo,Kiama,Gerringong,Berry,Bomaderry (Nowra),Lysaghts,Cringila,Port Kembla North,Port Kembla,Robertson,Lapstone,Glenbrook,Blaxland,Warrimoo,Valley Heights,Springwood,Faulconbridge,Linden,Woodford,Hazelbrook,Lawson,Bullaburra,Wentworth Falls,Leura,Katoomba,Medlow Bath,Blackheath,Mount Victoria,Bell,Zig Zag,Lithgow,Warabrook (University),Hawkesbury River,Wondabyne,Woy Woy,Koolewong,Tascott,Point Clare,Gosford,Narara,Niagara Park,Lisarow,Ourimbah,Tuggerah,Wyong,Warnervale,Wyee,Morisset,Dora Creek,Awaba,Fassifern,Booragul,Teralba,Cockle Creek,Cardiff,Kotara,Adamstown,Broadmeadow,Hamilton,Newcastle Interchange,Waratah,Sandgate,Hexham,Tarro,Beresfield,Thornton,Victoria Street,East Maitland,High Street,Maitland,Telarah,Mindaribba,Paterson,Martins Creek,Hilldale,Wallarobba,Wirragulla,Dungog,Lochinvar,Greta,Branxton,Singleton,Muswellbrook,Aberdeen,Scone,Metford,Green Square,Mascot,Domestic,International,Wolli Creek,Tallawong,Rouse Hill,Kellyville,Bella Vista,Norwest,Hills Showground,Castle Hill,Cherrybrook,Rydal,Tarana,Wallerawang,Mount Lambie,Meadow Flat,Yetholme,Raglan,Kelso,Bathurst Station,North Ryde,Macquarie Park,Macquarie University,Edmondson Park,Leppington,,
40,213510,Strathfield,11.73,14.94,14.94,14.94,14.94,14.94,14.94,14.94,16.36,18.34,10.42,9.23,8.61,7.06,6.24,5.47,4.68,3.33,2.29,1.11, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,214010,Homebush,12.74,15.95,15.95,15.95,15.95,15.95,15.95,15.95,17.37,19.35,11.43,10.24,9.62,8.07,7.25,6.48,5.69,4.34,3.30,2.12,1.01, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,214020,Flemington,14.32,17.53,17.53,17.53,17.53,17.53,17.53,17.53,18.95,20.93,13.01,11.82,11.20,9.65,8.83,8.06,7.27,5.92,4.88,3.70,2.59,1.58, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,212710,Olympic Park,16.72,19.93,19.93,19.93,19.93,19.93,19.93,19.93,21.35,23.33,15.41,14.22,13.60,12.05,11.23,10.46,9.67,8.32,7.28,6.10,4.99,3.98,2.40, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,214110,Lidcombe,16.58,19.79,19.79,19.79,19.79,19.79,19.79,19.79,21.21,23.19,15.27,14.08,13.46,11.91,11.09,10.32,9.53,8.18,7.14,5.96,4.85,3.84,2.26,4.66, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,214120,Berala,18.35,21.56,21.56,21.56,21.56,21.56,21.56,21.56,22.98,24.96,17.04,15.85,15.23,13.68,12.86,12.09,11.30,9.95,8.91,7.73,6.62,5.61,4.03,6.43,1.77, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,214310,Regents Park,19.88,23.09,23.09,23.09,23.09,23.09,23.09,23.09,24.51,26.49,18.57,17.38,16.76,15.21,14.39,13.62,12.83,11.48,10.44,9.26,8.15,7.14,5.56,7.96,3.30,1.53, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,216210,Sefton,21.18,24.39,24.39,24.39,24.39,24.39,24.39,24.39,25.81,27.79,19.87,18.68,18.06,16.51,15.69,14.92,14.13,12.78,11.74,10.56,9.45,8.44,6.86,9.26,4.60,2.83,1.30, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,216220,Chester Hill,22.31,25.52,25.52,25.52,25.52,25.52,25.52,25.52,26.94,28.92,21.00,19.81,19.19,17.64,16.82,16.05,15.26,13.91,12.87,11.69,10.58,9.57,7.99,10.39,5.73,3.96,2.43,1.13, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,216310,Leightonfield,23.66,26.87,26.87,26.87,26.87,26.87,26.87,26.87,28.29,30.27,22.35,21.16,20.54,18.99,18.17,17.40,16.61,15.26,14.22,13.04,11.93,10.92,9.34,11.74,7.08,5.31,3.78,2.48,1.35, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,216320,Villawood,24.48,27.69,27.69,27.69,27.69,27.69,27.69,27.69,29.11,31.09,23.17,21.98,21.36,19.81,18.99,18.22,17.43,16.08,15.04,13.86,12.75,11.74,10.16,12.56,7.90,6.13,4.60,3.30,2.17,0.82, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,216330,Carramar,25.90,29.11,29.11,29.11,29.11,29.11,29.11,29.11,30.53,32.51,24.59,23.40,22.78,21.23,20.41,19.64,18.85,17.50,16.46,15.28,14.17,13.16,11.58,13.98,9.32,7.55,6.02,4.72,3.59,2.24,1.42, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,216620,Cabramatta,28.45,31.66,31.66,31.66,31.66,31.66,31.66,31.66,33.08,35.06,27.14,25.95,25.33,23.78,22.96,22.19,21.40,20.05,19.01,17.83,16.72,15.71,14.13,16.53,11.87,10.10,8.57,7.27,6.14,4.79,3.97,2.55, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,217010,Warwick Farm,30.54,33.75,33.75,33.75,33.75,33.75,33.75,33.75,35.17,37.15,29.23,28.04,27.42,25.87,25.05,24.28,23.49,22.14,21.10,19.92,18.81,17.80,16.22,18.62,13.96,12.19,10.66,9.36,8.23,6.88,6.06,4.64,2.09, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,217020,Liverpool,32.09,35.30,35.30,35.30,35.30,35.30,35.30,35.30,36.72,38.70,30.78,29.59,28.97,27.42,26.60,25.83,25.04,23.69,22.65,21.47,20.36,19.35,17.77,20.17,15.51,13.74,12.21,10.91,9.78,8.43,7.61,6.19,3.64,1.55, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,217030,Casula,35.27,38.48,38.48,38.48,38.48,38.48,38.48,38.48,39.90,41.88,33.96,32.77,32.15,30.60,29.78,29.01,28.22,26.87,25.83,24.65,23.54,22.53,20.95,23.35,18.69,16.92,15.39,14.09,12.96,11.61,10.79,9.37,6.82,4.73,3.18, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,216710,Glenfield,33.12,36.33,36.33,36.33,36.33,36.33,36.33,36.33,37.75,39.73,31.81,33.00,33.62,33.65,32.83,32.06,31.27,29.92,28.88,27.70,26.59,25.58,24.00,26.40,21.74,19.97,18.44,17.14,16.01,14.66,13.84,12.42,9.87,7.78,6.23,3.05, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,256410,Macquarie Fields,35.07,38.28,38.28,38.28,38.28,38.28,38.28,38.28,39.70,41.68,33.76,34.95,35.57,35.60,34.78,34.01,33.22,31.87,30.83,29.65,28.54,27.53,25.95,28.35,23.69,21.92,20.39,19.09,17.96,16.61,15.79,14.37,11.82,9.73,8.18,5.00,1.95, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,256510,Ingleburn,36.90,40.11,40.11,40.11,40.11,40.11,40.11,40.11,41.53,43.51,35.59,36.78,37.40,37.43,36.61,35.84,35.05,33.70,32.66,31.48,30.37,29.36,27.78,30.18,25.52,23.75,22.22,20.92,19.79,18.44,17.62,16.20,13.65,11.56,10.01,6.83,3.78,1.83, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,256610,Minto,40.95,44.16,44.16,44.16,44.16,44.16,44.16,44.16,45.58,47.56,39.64,40.83,41.45,41.48,40.66,39.89,39.10,37.75,36.71,35.53,34.42,33.41,31.83,34.23,29.57,27.80,26.27,24.97,23.84,22.49,21.67,20.25,17.70,15.61,14.06,10.88,7.83,5.88,4.05, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,256010,Leumeah,43.82,47.03,47.03,47.03,47.03,47.03,47.03,47.03,48.45,50.43,42.51,43.70,44.32,44.35,43.53,42.76,41.97,40.62,39.58,38.40,37.29,36.28,34.70,37.10,32.44,30.67,29.14,27.84,26.71,25.36,24.54,23.12,20.57,18.48,16.93,13.75,10.70,8.75,6.92,2.87, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,256020,Campbelltown,45.90,49.11,49.11,49.11,49.11,49.11,49.11,49.11,50.53,52.51,44.59,45.78,46.40,46.43,45.61,44.84,44.05,42.70,41.66,40.48,39.37,38.36,36.78,39.18,34.52,32.75,31.22,29.92,28.79,27.44,26.62,25.20,22.65,20.56,19.01,15.83,12.78,10.83,9.00,4.95,2.08, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,256030,Macarthur,45.90,49.11,49.11,49.11,49.11,49.11,49.11,49.11,50.53,52.51,44.59,45.78,46.40,46.43,45.61,44.84,44.05,42.70,41.66,40.48,39.37,38.36,36.78,39.18,34.52,32.75,31.22,29.92,28.79,27.44,26.62,25.20,22.65,20.56,19.01,15.83,12.78,10.83,9.00,4.95,2.08,1.86, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,216010,Merrylands,23.50,26.71,26.71,26.71,26.71,26.71,26.71,26.71,28.13,30.11,22.19,21.00,20.38,18.83,18.01,17.24,16.45,15.10,14.06,12.88,11.77,10.76,9.18,11.58,6.92,8.69,10.22,11.52,12.65,13.32,12.50,11.08,8.53,10.62,12.17,15.35,18.40,20.35,22.18,26.23,29.10,31.18,31.18, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,216110,Guildford,25.71,28.92,28.92,28.92,28.92,28.92,28.92,28.92,30.34,32.32,24.40,23.21,22.59,21.04,20.22,19.45,18.66,17.31,16.27,15.09,13.98,12.97,11.39,13.79,9.13,10.90,12.43,13.59,12.46,11.11,10.29,8.87,6.32,8.41,9.96,13.14,16.19,18.14,19.97,24.02,26.89,28.97,28.97,2.21, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,216120,Yennora,27.44,30.65,30.65,30.65,30.65,30.65,30.65,30.65,32.07,34.05,26.13,24.94,24.32,22.77,21.95,21.18,20.39,19.04,18.00,16.82,15.71,14.70,13.12,15.52,10.86,12.63,13.16,11.86,10.73,9.38,8.56,7.14,4.59,6.68,8.23,11.41,14.46,16.41,18.24,22.29,25.16,27.24,27.24,3.94,1.73, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,216510,Fairfield,28.97,32.18,32.18,32.18,32.18,32.18,32.18,32.18,33.60,35.58,27.66,26.47,25.85,24.30,23.48,22.71,21.92,20.57,19.53,18.35,17.24,16.23,14.65,17.05,12.39,13.16,11.63,10.33,9.20,7.85,7.03,5.61,3.06,5.15,6.70,9.88,12.93,14.88,16.71,20.76,23.63,25.71,25.71,5.47,3.26,1.53, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
